customer_id,email,hashed_email,zip_code,opt_out_flag,created_date
C0046,noah.patel52@outlook.com,cae80c7c5d649f010cf17dbcbffbecf0881284496a7f2909f9a49e37ff9d5c88,48201,0,2022-08-12
C0079,sofia.das86@yahoo.com,75690a42aa39df7acaf9eac5269fbbcc48341067c713d56fe327964ff98d31b7,30301,0,2022-11-23
C0001,noah.chen95@outlook.com,,94102,0,2023-04-03
C0251,,,98101,0,2025-12-29
C0173,,,,0,2025-05-21
C0019,maya.lopez73@outlook.com,,94102,0,2025-09-04
C0092,aisha.khan71@yahoo.com,c345366088f085537518a8a0fb4f2312a8ebaaa0f53cf35636bee0fce4df30fc,94102,0,2024-05-11
C0120,ruby.jones85@gmail.com,d2a3093c3765d5b3591f8bf5b05408a103f19e493663569a54cf755238f1ca54,90001,1,2025-08-09
C0235,kai.das76@yahoo.com,,85001,0,2024-04-29
C0131,priya.garcia76@yahoo.com,,90001,0,2025-11-28
C0081,nina.ali40@yahoo.com,,94102,0,2022-02-18
C0003,leo.patel4@gmail.com,,94102,0,2023-04-22
C0069,,,20001,0,2024-09-27
C0272,leo.fernandez44@yahoo.com,,75201,0,2023-10-01
C0064,elena.rossi17@outlook.com,,85001,0,2022-05-21
C0183,elena.ali80@icloud.com,800ddfdb29491745fda8c3ff37bb280e2792d272fbf9e78b4be76f1cc8489673,78701,0,2024-06-24
C0292,zoe.rossi26@yahoo.com,a8c2d8421fec71010b31e730df5a2a7318897298de2e15b9a08a06dc4027daca,33101,0,2022-11-10
C0009,liam.fernandez69@gmail.com,,,0,2024-02-15
C0059,dev.patel80@gmail.com,,02108,0,2025-09-08
C0195,kai.iyer49@icloud.com,,85001,0,2023-10-22
C0154,liam.patel71@outlook.com,d6266f2202b7845deca0c4276b5e71610a1df808510dbccf6d8f1446e91ee67f,19103,0,2022-09-16
C0284,nina.garcia41@protonmail.com,fc308954da45f91d76e8a2a52622e1cd58eab07824dbe2ea4ec20dbc8f6ec44a,02108,0,2025-03-20
C0054,omar.nguyen25@outlook.com,,94102,0,2022-04-30
C0175,ruby.jones3@outlook.com,a905ffeb40cfbb94c9f764cd45f876b3af2c96525263b6530d80ea10105d2efd,33101,0,2022-03-24
C0203,sofia.iyer49@outlook.com,,78701,0,2026-01-11
C0016,lucas.sharma60@icloud.com,,30301,0,2025-08-03
C0223,ethan.lopez17@protonmail.com,a6640ec84207b46cc6b871290d96f9d939166b4bf4360885f52e0ceb3fa30709,85001,0,2024-01-20
C0031,ethan.iyer68@gmail.com,88c3aef2ef86f1f3e1cae66e507500a800f63980d1e41079446cece3d954ea36,33101,0,2023-10-26
C0037,priya.khan52@outlook.com,,98101,0,2024-11-25
C0100,omar.kaur99@gmail.com,e043138dd189b7fdc41bf06c97a0b0c2799a98e5a8229961b82b00120506f33e,98101,0,2024-04-28
C0015,maya.kaur82@yahoo.com,b2a2213e05a1d645be37d558e15f231fa058166064c322340ffab5090221cbb2,20001,0,2026-02-02
C0109,lucas.rossi57@gmail.com,2274de697a7cacafe63c089529884944978e28afc66156d803906c26074dfc25,19103,0,2023-08-09
C0039,ava.jones71@yahoo.com,6771e3346269bb32afed12882874d9aa82ca61acd7fb0d6504e5f1cf23354cfa,33101,0,2023-03-28
C0056,,,60601,0,2022-04-27
C0260,maya.garcia56@gmail.com,954d12c3c0cf166db22f4466b2ff07bb97059e3ed71ca4c9668e678ebca693c7,19103,0,2026-02-22
C0005,kai.das29@icloud.com,,33101,0,2023-07-24
C0149,mila.singh16@yahoo.com,,75201,0,2022-09-02
C0002,zoe.kim87@protonmail.com,e2cfa5483b629d412b2a35fa213feaaba0b5ca46b1512934391908c9473b91ad,90001,0,2025-04-24
C0283,mateo.garcia51@gmail.com,,02108,0,2022-02-08
C0138,ruby.rossi42@yahoo.com,67abc719102174b4e0eda7794e0543bf7d7a79e5b7e8d90a9c88c19a1f0b0f6f,80202,0,2022-06-27
C0141,ethan.gupta28@outlook.com,98d1367ca2dca8356e31a7ced68bcd26f9f151882ee859235db712c3bb0f6d19,48201,0,2023-06-14
C0194,zoe.fernandez69@icloud.com,657a5c2bcea2c28943b0d6e603f326c3865b9bd2db687d1675dfd976a1067529,75201,0,2023-11-12
C0074,mateo.jones71@yahoo.com,52a289f1c6fe29ab0f04ed6b9fb03843ddca878b1dffd19b0cddcb07596d52bd,02108,0,2022-09-19
C0230,lucas.gupta4@protonmail.com,,85001,0,2025-02-23
C0179,ethan.murphy53@icloud.com,,30301,0,2025-09-18
C0163,noah.lopez81@yahoo.com,,30301,0,2025-09-14
C0086,leo.ali94@outlook.com,,02108,0,2025-05-26
C0238,,,10001,0,2024-03-26
C0287,mateo.garcia56@@gmail.com,,02108,0,2025-04-21
C0008,noah.ali45@protonmail.com,f13ed14eb1e1637756369927e615f053be367c8f7cf71768295d74289e85f75c,30301,0,2026-07-11
C0245,ava.nguyen2@outlook.com,,48201,0,2026-06-03
C0152,noah.lopez38@yahoo.com,e825b97e29c505c80d8a47b174b006e39b387ec58631383f4b913a5f11e100c0,75201,0,2023-01-03
C0240,priya.kaur3@gmail.com,,,1,2026-07-31
C0099,lucas.lopez19@gmail.com,,10001,0,2023-05-17
C0205,arjun.singh96@gmail.com,a1daff94bc0260323099d2a66eb2ef55ac781c91fb0efbc7e77459831a981dd4,02108,0,2022-07-21
C0285,aisha.das38@gmail.com,e1edd5b9f0fceee1a08bd08106121ae94393ee2936c0d19b6ed4e6a866118572,02108,0,2022-02-12
C0206,noah.fernandez22@outlook.com,232553a294a72cf602d1143b9e4c71df94326b183cd4e79fc1b57cd18bf7177a,85001,0,2022-03-01
C0102,lucas.nguyen84@gmail.com,,85001,0,2026-03-18
C0177,ethan.jones56@icloud.com,,90001,0,2024-08-20
C0107,kai.fernandez21 @ icloud.com,,30301,0,2026-03-20
C0007,zoe.lopez98outlook.com.com,,90001,0,2024-02-18
C0090,dev.murphy85@gmail.com,c494b63eec7842f3391d8477647779dbd3eed98e89e6a653e14fd59fb36b45db,19103,0,2023-09-08
C0297,mila.jones8@outlook.com,,20001,0,2022-06-01
C0057,elena.garcia24@gmail.com,,33101,0,2022-05-20
C0024,noah.nguyen81@yahoo.com,94f1ef0fc6e6ec8ee4b9643e0e9f5c555df47cef1a6005712b2c9e12c04315fb,48201,1,2025-10-25
C0112,zoe.lopez9@icloud.com,,02108,0,2023-11-09
C0038,nina.kim32@yahoo.com,,90001,0,2023-11-24
C0132,arjun.kaur16@protonmail.com,f93c8b64882452bc87bf1f4c9955d496014971e8b882072d3d4ec56df57c472b,,1,2026-05-22
C0116,aisha.das69@protonmail.com,7dae1beb31d54fc6e406278caae459dc47c251aab3b8285d157355fb8297054f,48201,0,2025-05-20
C0070,mila.patel12@icloud.com,,80202,0,2023-07-21
C0182,ava.iyer60@icloud.com,,10001,0,2023-01-20
C0022,ruby.das75@icloud.com,,75201,0,2023-03-26
C0286,sofia.sharma80@icloud.com,1f8b656d487663fbfd9e8ec81b217c82c8b0ee2aab7af0b1d9a65de9b75620d7,80202,0,2025-11-13
C0300,elena.brooks60@protonmail.com,f067fd75e3aaaf6b08e8c2f827a079abf3df0092dff95903b94ce527e50f9db9,20001,1,2026-06-10
C0133,liam.ali69@icloud.com,,78701,0,2024-01-29
C0280,priya.nguyen98@outlook.com,5b1bbbe54004b17bdb699bd96772f51cb535d61fcc3606ec10385b5cd3208f80,30301,0,2023-11-03
C0142,sofia.rossi77@outlook.com,0207dddf7a3c19ec4361a0f59cb2f8087955e87dcc932f444137a44f2bd03b62,20001,0,2022-01-21
C0096,nina.lopez66@icloud.com,,48201,1,2026-06-19
C0124,maya.gupta3@protonmail.com,aa079ee612e2c8a597b645de5d638ac0c74af97afb09bd5298af1dcc8a6bb3c3,10001,0,2023-12-18
C0140,aisha.murphy4@icloud.com,f213b76f8494e36d62e533078d7d6529a4c0b0176bbc2950d69bd1acfc8b8b04,,0,2026-08-23
C0014,mateo.lopez86@outlook.com,1e7421d816a3de3bbeeb5143b7e40aff4a6437b257913df7151b8b372928ccf7,19103,0,2025-10-31
C0065,lucas.ali37@yahoo.com,,98101,0,2026-09-04
C0252,nina.garcia11@outlook.com,63588e89f068aacdf6776f4fa5936b18486745d230ab7b270a331be748ff1d37,33101,1,2022-10-31
C0155,omar.kim2@protonmail.com,,30301,0,2024-08-19
C0052,liam.sharma49@gmail.com,cc922db618ae7c212653b1a5e1894098522a6b58f94bc9781ef81fb9283cfce1,02108,0,2023-06-28
C0220,dev.rossi87@yahoo.com,5c0d4df93b81cacd8fe37d507600955cdbbdcf2ff54a948baf6647b7f785b14c,78701,0,2022-07-18
C0108,,,98101,1,2025-07-07
C0136,nina.nguyen56@yahoo.com,87766c886da573d32c409f6a58646c2015e3df9be814be66b7a3eadcc6e76084,19103,0,2024-12-04
C0129,noah.sharma40@gmail.com,,33101,0,2022-02-22
C0098,dev.murphy12@yahoo.com,27a596a895734f1297f734ea853b734e1c57ff0bf3fffc9b38960c9bf530f5bc,78701,0,2023-09-28
C0239,mila.lopez16@icloud.com,511a7709703f904892b8ea8eafedb2c00ea94214bcf87e34c391ac8e2a1cb161,90001,0,2025-09-19
C0119,nina.nguyen80@protonmail.com,76b96205473eff2cfba575a9d8f604e10185edc7ebcdf27ce6cdfd143891120c,10001,0,2024-03-17
C0211,nina.rossi59@outlook.com,,78701,0,2022-01-20
C0147,,,19103,0,2025-02-01
C0207,liam.murphy8@outlook.com.,,75201,0,2024-06-01
C0095,,,98101,0,2024-06-23
C0246,lucas.jones42@gmail.com,,60601,0,2023-06-28
C0121,,,10001,0,2023-06-17
C0254,kai.murphy49@protonmail.com,abbcc10163139da6e31fee43b5861eeb072d8545c2581c79a92dffdfdec9f1d6,20001,0,2023-08-27
C0062,arjun.fernandez41@gmail.com,80f699fe859e65e46601a9819e51938b2d51d14baa64b67395761b6e0d29f76c,10001,0,2024-07-27
C0137,mila.kaur69@icloud.com,,98101,0,2024-06-11
C0060,ruby.jones67@outlook.com,d68b157e7d4b7a20852f81caa6e13d26ded10236124e4c5b8a3e7fc42dc6c77f,85001,1,2023-06-19
C0115,ruby.brooks62@gmail.com,,75201,0,2023-09-04
C0192,leo.murphy65@outlook.com,,80202,1,2022-01-06
C0262,kai.murphy86@gmail.com,,02108,0,2023-12-26
C0289,sofia.singh43@yahoo.com,,90001,0,2024-11-11
C0157,omar.kim9@icloud.com,3fe4e49e95987304989a379bdb27f3431a8647ed8b24ae60a6b9f725522356f8,98101,0,2022-06-01
C0114,leo.brooks99@protonmail.com,a94a69e78ba719f3993ea52d1effeca0a3a8fe6a82fcccad70ad47241b28d23d,19103,0,2022-02-10
C0061,priya.murphy31@outlook.com,f63dd70e3df7f3e1c2be74988b2774d7b616571cd17b77ab7ea066fe83b31787,02108,0,2022-09-26
C0212,,,60601,0,2022-06-01
C0281,noah.chen64@icloud.com,,60601,0,2022-09-22
C0094,kai.chen39@outlook.com,06cd1eb14948358c8a3f4ea87a5a088577cfa5e00301383214272f0d79474d8f,94102,0,2024-05-30
C0106,sofia.fernandez79@protonmail.com,d0eee6fdac94d2b62f9fcf9deaa676090c1691831356eed98ecfc8cce33d490c,02108,0,2026-08-29
C0012,lucas.khan11@yahoo.com,74a1293f3268cc745324012c6f4e076fade2faf0bd59ab4bad129f0785a99fb9,80202,1,2022-07-26
C0113,kai.fernandez54@gmail.com,,94102,0,2026-09-02
C0185,nina.gupta16@gmail.com,,78701,0,2025-05-31
C0043,,,48201,0,2024-04-13
C0208,zoe.singh68@icloud.com,,33101,0,2025-10-28
C0160,,,94102,0,2026-05-08
C0236,noah.gupta79@icloud.com,d3df9787881183ccbff023c15b17f7f46a0034f559776bcda45f59476f7a3fde,30301,0,2022-03-09
C0178,mateo.das43@outlook.com,94525e9961e358441919055ac4d47f820b69474a4cf7d8397de558359bdd2f33,78701,0,2022-08-03
C0213,nina.ali76@outlook.com,,78701,0,2024-05-18
C0253,maya.nguyen36@protonmail.com,a700f5204cfb94d40df982758e77b6acbdb2c8a787f6f6c34f2d40305771a082,78701,0,2025-04-13
C0270,zoe.jones85@icloud.com,58f38430e0543c6b29cb77397fddc3890e6822f8f883541447e5ba215ade0163,90001,0,2022-10-18
C0249,noah.fernandez65@yahoo.com,,33101,0,2022-03-30
C0190,kai.nguyen50@yahoo.com,aa3c67a3719215b4a94856cd262af5c9814cbfaf6a5be37693249ff2c0baed65,,0,2026-07-24
C0153,arjun.chen91@protonmail.com,,60601,0,2023-07-16
C0278,ruby.gupta68@outlook.com,,10001,0,2023-03-28
C0263,leo.patel37@protonmail.com,7e5a858ccefacf8a0a555de8d30d2f006989b7b5e388840fc6d025e3169b7481,30301,0,2023-12-22
C0248,maya.gupta58@outlook.com,5f214486af53cea554214ff43639a7ad2cc95ac5d14deb758c857851f638e2bc,20001,0,2025-04-30
C0290,,,85001,0,2026-05-09
C0087,elena.kim50@@protonmail.com,,30301,0,2022-04-01
C0170,arjun.kaur96@protonmail.com,86591675fb0adefc81acef276c03dd2155fe0219a1fece64b206ebfa14ad6c25,85001,0,2023-08-15
C0256,noah.iyer93@yahoo.com,,02108,0,2024-07-13
C0135,omar.kim56@outlook.com,1d443741ad0eec7e36465d58254ec1f2d77bbe519b45d5966e4363c8217a6a92,78701,0,2026-08-25
C0227,aisha.iyer47 @ gmail.com,,10001,0,2023-06-26
C0190,kai.nguyen50@yahoo.com,aa3c67a3719215b4a94856cd262af5c9814cbfaf6a5be37693249ff2c0baed65,85001,0,2025-05-12
C0214,mila.fernandez39@yahoo.com,,,0,2024-02-27
C0139,mila.fernandez32@icloud.com,,33101,0,2025-06-03
C0275,maya.rossi57@icloud.com,,98101,0,2025-05-28
C0273,sofia.jones77@gmail.com,,85001,0,2022-04-18
C0026,nina.haddad33@protonmail.com,7cd5ddecbbe54c8ef5b2c6fd70d5cc11a2984f6eab0b7e27a9de230e7ce12307,80202,0,2022-01-24
C0202,mila.murphy80@icloud.com,9852a0fafcf88c3ae8a76b004a0e90bd822684d89c842f4025fe5a9dd6bf5364,78701,0,2022-06-14
C0258,noah.murphy55@outlook.com,9dd19c5af068746f067c06838e5524371c53aa3b25759d53de5139ea0d38a1db,78701,0,2023-06-07
C0076,priya.singh86@gmail.com,453b06ed3130c38eca7baaaeff47871d9216f6344e66a6ae4253e1969f6f0c11,75201,0,2026-05-17
C0020,omar.brooks83@icloud.com,0cce37cebdbe6ed7c2e370e9626ffdc036d83ef49a480cc831d484b31d7f71c6,60601,0,2023-06-27
C0040,ava.garcia91@gmail.com,73418584b8410fdf0547328655c24be75522e2b3551d8233274f1c5aeca8dd47,94102,0,2022-05-19
C0036,mila.haddad78@icloud.com,8b3d8904d8b79807afdc2b17b78f21e49175a9e846c18091a4ab6a4ad2468958,94102,1,2025-01-09
C0058,lucas.brooks16@protonmail.com,5bcc1eb0e566ef3ea6605f000bfbcac12028a5f4bcbbc37a008316244fcecfc7,94102,0,2025-03-31
C0050,ava.garcia97@yahoo.com,96790b6be477a68180bf7b92eed3b5dcd558f6830a3af58e87df731d730bcd70,,0,2022-12-07
C0125,lucas.garcia84@gmail.com,7a136e2dc4a76203614f05d9ea2755a26de3d22372a74ec9d08601100a54794e,48201,0,2022-03-05
C0197,leo.patel41@icloud.com,,19103,0,2026-07-20
C0243,sofia.nguyen77@gmail.com,,30301,0,2022-10-24
C0088,leo.chen67@protonmail.com,b5a3141e54791ad91ba217b0475077b5787551b11da5e250fca7737283802073,78701,0,2026-01-13
C0055,ruby.iyer8@outlook.com,135fbf0628e4672cc6d6189a1501a5bff798894e7b588b970e1ecf13acd56ca6,10001,0,2022-04-13
C0090,dev.murphy85@gmail.com,c494b63eec7842f3391d8477647779dbd3eed98e89e6a653e14fd59fb36b45db,,0,2026-09-18
C0047,lucas.lopez25 @ protonmail.com,,60601,0,2024-05-14
C0080,noah.brooks5@icloud.com,,94102,0,2023-02-13
C0093,aisha.sharma79@protonmail.com,c63303ebb1db1694cfb4bf215606dbd28464f85c082820a65b4b740c054bb90d,30301,0,2024-04-11
C0010,maya.iyer38@protonmail.com,e90235e1747f78b86a47d789d5687f3c1f451e01ebe6c9431d4f0a3dcebcb0de,85001,0,2024-01-11
C0186,,,10001,0,2025-02-05
C0217,aisha.rossi2@protonmail.com,,80202,0,2025-11-05
C0048,ethan.rossi60@yahoo.com,,80202,1,2022-06-04
C0066,kai.khan79@protonmail.com,40d43083f6dac721a2aebccfef60806adb4ea4cf765ec167db8ebd26fd37e2a0,10001,0,2025-09-29
C0277,,,30301,0,2025-10-20
C0193,arjun.khan76@protonmail.com,,78701,0,2024-09-29
C0267,leo.iyer99@mail,,78701,0,2025-08-09
C0296,maya.gupta57@outlook.com,8c55e4345a7063a75f6f572c7556f626de6c8cc2c97d96df7f4aa389ea148531,,0,2026-06-19
C0067,kai.khan85@@gmail.com,,30301,0,2022-08-25
C0201,zoe.das84@yahoo.com,,90001,0,2024-08-19
C0159,arjun.garcia32@gmail.com,97679846f731c8137117af2d58422ec8f71811d788b9179332f4fe88ddcdc5ee,20001,0,2026-04-15
C0180,aisha.iyer5@icloud.com,3a999b173ba5f999f26cded74d3622eec5c6b185e5ac4f2c14e56dabdda7212e,90001,1,2023-10-07
C0073,noah.garcia89@yahoo.com,,20001,0,2022-03-15
C0042,omar.lopez70@yahoo.com,d1f9bd50221907423ce780a76f316ae7ffd55e9debe9bbc5a10eed072600cba8,19103,0,2025-03-15
